取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/10/16 21:57:04,160,-,-,-,-,-,支払い,Google,"PayPayポイント (110円), PayPay残高 (50円)",-,-,04823023414997581825
2025/10/16 11:19:32,-,4,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04822694832819339267
2025/10/16 11:19:32,950,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04822694832819339267
2025/10/16 11:18:18,150,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04822694205754654723
2025/10/13 15:09:44,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04820586965947203592
2025/10/13 15:09:44,408,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04820586965947203592
2025/10/13 11:57:29,149,-,-,-,-,-,支払い,セブン-イレブン - 八王子みなみ野駅前,"PayPayポイント (4円), PayPay残高 (145円)",-,-,04820487881052676101
2025/10/13 00:08:56,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04820122697163857921
2025/10/13 00:08:55,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04820122697163857921
2025/10/12 23:31:01,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04820103155062939650
2025/10/12 23:31:01,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04820103155062939650
2025/10/12 22:39:00,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04820076354465677312
2025/10/12 22:39:00,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04820076354465677312
2025/10/12 11:45:15,360,-,-,-,-,-,支払い,Panz - Panz,PayPay残高,-,-,04819739405692477443
2025/10/12 11:45:14,-,1,-,-,-,-,ポイント、残高の獲得,Panz,PayPayポイント,-,-,04819739405692477443
2025/10/11 21:44:03,"3,538",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (4円), PayPay残高 (3,534円)",-,-,04819305863103922176
2025/10/11 21:44:03,-,17,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04819305863103922176
2025/10/11 20:18:38,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02108113560348696576
2025/10/08 17:10:48,610,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04816938520079523843
2025/10/08 17:10:48,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04816938520079523843
2025/10/08 16:48:44,-,410,-,-,-,-,ポイント、残高の獲得,ヨークマート,PayPayポイント,-,-,04816927138415714313
2025/10/08 16:48:44,"2,137",-,-,-,-,-,支払い,ヨークマート - ヨークマート伊勢原成瀬店,PayPay残高,-,-,04816927138415714313
2025/10/08 16:28:03,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02105768207557050368
2025/10/07 22:25:25,-,600,-,-,-,-,返金,Amazonプライム会費,PayPay残高,-,-,04809389127212081158
2025/10/07 22:25:25,3,-,-,-,-,-,ポイント、残高の取消,-,PayPayポイント,-,-,04809389127212081158
2025/10/07 18:56:50,-,"2,178",-,-,-,-,返金,Amazon Downloads,PayPay残高,-,-,04816249676044664835
2025/10/07 18:56:49,410,-,-,-,-,-,ポイント、残高の取消,-,PayPayポイント,-,-,04816249676044664835
2025/10/07 18:55:16,-,10,-,-,-,-,ポイント、残高の獲得,Amazon Downloads,PayPayポイント,-,-,04816250174260584450
2025/10/07 18:55:14,"2,178",-,-,-,-,-,支払い,Amazon Downloads,PayPay残高,-,-,04816250174260584450
2025/10/07 18:54:18,-,410,-,-,-,-,ポイント、残高の獲得,Amazon Downloads,PayPayポイント,-,-,04816249676044664835
2025/10/07 18:54:17,"2,178",-,-,-,-,-,支払い,Amazon Downloads,PayPay残高,-,-,04816249676044664835
2025/10/07 18:48:11,-,"8,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02105098252788932634
2025/10/07 18:47:55,-,100,-,-,-,-,ポイント、残高の獲得,お店,PayPayポイント,-,-,00000000000208914068
2025/10/04 21:51:44,"3,707",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (33円), PayPay残高 (3,674円)",-,-,04814114630620971008
2025/10/04 21:51:44,-,18,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04814114630620971008
2025/10/04 16:53:32,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02102812651582128133
2025/10/04 01:01:14,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04813470119239491584
2025/10/04 01:01:13,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04813470119239491584
2025/10/04 00:50:17,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04813464475651743744
2025/10/04 00:50:17,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04813464475651743744
2025/10/04 00:47:20,"1,000",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04813462963823804416
2025/10/04 00:47:20,-,5,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04813462963823804416
2025/10/02 08:43:42,160,-,-,-,-,-,支払い,Google,"PayPayポイント (11円), PayPay残高 (149円)",-,-,04812224140636020738
2025/10/01 18:03:30,-,6,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04811770480420462593
2025/10/01 18:03:30,"1,220",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04811770480420462593
2025/10/01 18:02:59,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04811770214132490245
2025/10/01 18:02:59,610,-,-,-,-,-,支払い,Google,"PayPayポイント (6円), PayPay残高 (604円)",-,-,04811770214132490245
2025/09/30 14:06:49,"1,363",-,-,-,-,-,支払い,AU BON PAIN PAINPRO JAPON - 八王子店,PayPay残高,-,-,04810906333000515587
2025/09/30 14:06:49,-,6,-,-,-,-,ポイント、残高の獲得,AU BON PAIN PAINPRO JAPON,PayPayポイント,-,-,04810906333000515587
2025/09/30 13:23:12,990,-,-,-,-,-,支払い,茨城豚骨　美しょう - 茨城豚骨　美しょう,"PayPayポイント (9円), PayPay残高 (981円)",-,-,04810883853142327297
2025/09/30 13:23:12,-,4,-,-,-,-,ポイント、残高の獲得,茨城豚骨　美しょう,PayPayポイント,-,-,04810883853142327297
2025/09/30 13:22:12,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02099735049816588292
2025/09/29 16:54:45,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04810250714830946304
2025/09/29 16:54:45,301,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,"PayPayポイント (7円), PayPay残高 (294円)",-,-,04810250714830946304
2025/09/29 16:46:33,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02099098200655454211
2025/09/28 13:03:06,-,3,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04809389127212081158
2025/09/28 13:03:04,600,-,-,-,-,-,支払い,Amazonプライム会費,PayPay残高,-,-,04809389127212081158
2025/09/27 21:49:37,"2,355",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (2円), PayPay残高 (2,353円)",-,-,04808918338666651653
2025/09/27 21:49:36,-,11,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04808918338666651653
2025/09/27 18:06:37,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02097655126004047873
2025/09/27 18:02:00,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02097652755181780994
2025/09/26 12:32:03,-,5,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04807888706157166594
2025/09/26 12:31:52,"1,080",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,"PayPayポイント (8円), PayPay残高 (1,072円)",-,-,04807888706157166594
2025/09/25 07:14:40,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02095834781423509506
2025/09/24 12:52:35,-,4,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04806415042746466312
2025/09/24 12:52:35,940,-,-,-,-,-,支払い,吉野家 - 東京工科大学店,"PayPayポイント (18円), PayPay残高 (922円)",-,-,04806415042746466312
2025/09/22 12:46:30,833,-,-,-,-,-,支払い,吉野家 - 東京工科大学店,"PayPayポイント (19円), PayPay残高 (814円)",-,-,04804927575312891904
2025/09/22 12:46:30,-,4,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04804927575312891904
2025/09/22 06:58:44,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02093600049810014208
2025/09/22 00:14:23,"1,130",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (36円), PayPay残高 (1,094円)",-,-,04804539937335140353
2025/09/22 00:14:23,-,5,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04804539937335140353
2025/09/20 13:58:00,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04803480076845473801
2025/09/20 13:34:22,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04803467904907591684
2025/09/20 12:30:38,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04803435056997654528
2025/09/20 12:13:04,160,-,-,-,-,-,支払い,Google,"PayPayポイント (5円), PayPay残高 (155円)",-,-,04803425994617184260
2025/09/18 11:24:24,400,-,-,-,-,-,支払い,日本工学院,PayPay残高,-,-,04801916579900203008
2025/09/18 11:24:24,-,2,-,-,-,-,ポイント、残高の獲得,日本工学院,PayPayポイント,-,-,04801916579900203008
2025/09/17 17:31:58,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04801363851968946176
2025/09/17 17:21:40,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04801358543389179904
2025/09/17 00:09:23,150,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04800826500020101122
2025/09/16 14:48:30,"16,500",-,-,-,-,-,支払い,SB / YMショップ - ソフトバンクジアウトレット湘南平塚,"PayPayポイント (46円), PayPay残高 (16,454円)",-,-,04800537431539867651
2025/09/16 14:48:30,-,82,-,-,-,-,ポイント、残高の獲得,SB / YMショップ,PayPayポイント,-,-,04800537431539867651
2025/09/16 14:15:31,-,"20,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02089372152721440768
2025/09/15 22:10:33,"1,842",-,-,-,-,-,支払い,セブン-イレブン - 伊勢原沼目６丁目,PayPay残高,-,-,04800023083436523521
2025/09/15 22:10:32,-,9,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04800023083436523521
2025/09/15 21:53:09,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02088865836207308808
2025/09/15 13:41:14,-,19,-,-,-,-,ポイント、残高の獲得,ヨークマート,PayPayポイント,-,-,04799760583624925192
2025/09/15 13:41:14,"3,898",-,-,-,-,-,支払い,ヨークマート - ヨークマート伊勢原成瀬店,PayPay残高,-,-,04799760583624925192
2025/09/15 12:34:13,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02088577764160765961
2025/09/13 21:50:42,961,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04798528520716410880
2025/09/13 21:50:42,-,4,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04798528520716410880
2025/09/13 15:19:35,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02087178652794175488
2025/09/12 14:38:57,-,"1,500",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_5fb6c8f0-99a5-402d-b3c7-46188d743ca1_sppf
2025/09/11 12:04:10,-,4,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04796741874450497543
2025/09/11 12:04:10,987,-,-,-,-,-,支払い,吉野家 - 東京工科大学店,"PayPayポイント (35円), PayPay残高 (952円)",-,-,04796741874450497543
2025/09/10 22:53:57,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02085186329134923776
2025/09/07 20:01:46,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02082871066881384452
2025/09/04 18:56:39,-,3,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04791759274297212937
2025/09/04 18:56:39,617,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04791759274297212937
2025/09/04 11:09:18,-,3,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04791518403941597190
2025/09/04 11:09:18,617,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04791518403941597190
2025/09/04 11:09:02,-,3,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04791518266502864901
2025/09/04 11:09:02,617,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04791518266502864901
2025/09/04 08:38:07,617,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04791440493234839553
2025/09/04 08:38:07,-,3,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04791440493234839553
2025/09/04 00:02:06,"4,380",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04791174540270166018
2025/09/04 00:02:06,-,21,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04791174540270166018
2025/09/02 20:49:26,-,6,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04790333061687705602
2025/09/02 20:49:26,"1,368",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04790333061687705602
2025/09/02 20:06:55,"1,032",-,-,-,-,-,支払い,セブン-イレブン - 伊勢原沼目６丁目,PayPay残高,-,-,04790311157354233858
2025/09/02 20:06:55,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04790311157354233858
2025/09/02 19:49:19,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02079153798456942600
2025/09/02 13:58:24,183,-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,"PayPayポイント (8円), PayPay残高 (175円)",-,-,04790121216720592902
2025/09/02 13:57:26,-,"6,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,02078972447758696455
2025/09/01 05:12:18,"1,368",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04789107905084604417
2025/09/01 05:12:18,-,6,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04789107905084604417
2025/09/01 05:11:22,150,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04789107415458373633
2025/08/31 21:39:12,"1,830",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04788874379123359744
2025/08/31 21:39:12,-,9,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04788874379123359744
2025/08/31 20:04:31,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02077677291779686430
2025/08/30 21:48:21,"1,461",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (16円), PayPay残高 (1,445円)",-,-,04788136924648808448
2025/08/30 21:48:21,-,7,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04788136924648808448
2025/08/30 20:03:37,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02076934657575518212
2025/08/28 13:33:08,-,2,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04786397334044336128
2025/08/28 13:33:06,600,-,-,-,-,-,支払い,Amazonプライム会費,"PayPayポイント (43円), PayPay残高 (557円)",-,-,04786397334044336128
2025/08/27 14:44:03,"1,760",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (2円), PayPay残高 (1,758円)",-,-,04785691731045408768
2025/08/27 14:44:03,-,8,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04785691731045408768
2025/08/26 17:55:41,-,"5,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,02073900048431988742
2025/08/24 22:32:25,"3,705",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,"PayPayポイント (19円), PayPay残高 (3,686円)",-,-,04783706614339928064
2025/08/24 22:32:25,-,18,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04783706614339928064
2025/08/23 21:50:28,"3,928",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04782942823127408640
2025/08/23 21:50:28,-,19,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04782942823127408640
2025/08/23 20:23:26,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02071749687155433472
2025/08/22 13:58:35,"4,655",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04781957445959639041
2025/08/22 13:58:35,-,23,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04781957445959639041
2025/08/22 13:57:48,"2,755",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,"PayPayポイント (5円), PayPay残高 (2,750円)",-,-,04781957042233606145
2025/08/22 13:57:48,-,13,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04781957042233606145
2025/08/22 11:29:43,-,"10,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,02070732432741842962
2025/08/20 20:23:08,-,5,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04780671292230664195
2025/08/20 20:23:08,"1,120",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04780671292230664195
2025/08/17 17:19:19,"9,310",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,"PayPayポイント (14円), PayPay残高 (9,296円)",-,-,04778350051382894592
2025/08/17 17:19:19,-,46,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04778350051382894592
2025/08/17 17:16:34,-,"10,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,02067200346122240009
2025/08/12 18:47:19,320,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (7円), PayPay残高 (313円)",-,-,04774684554489634820
2025/08/12 18:47:19,-,1,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04774684554489634820
2025/08/10 21:48:18,31,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04773293483301470214
2025/08/09 21:49:02,"4,534",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04772551699499974658
2025/08/09 21:49:02,-,22,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04772551699499974658
2025/08/09 21:20:10,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02061388533817909264
2025/08/09 16:13:59,"2,579",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,"PayPayポイント (1円), PayPay残高 (2,578円)",-,-,04772379016044773377
2025/08/09 16:13:59,-,12,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04772379016044773377
2025/08/09 15:29:20,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02061207715694657541
2025/08/08 15:07:23,118,-,-,-,-,-,支払い,ファミリーマート - マークイズみなとみらい,"PayPayポイント (71円), PayPay残高 (47円)",-,-,04771602520317353985
2025/08/06 16:25:15,140,-,-,-,-,-,支払い,Coke ON,"PayPayポイント (25円), PayPay残高 (115円)",-,-,04770158311792001025
2025/08/03 21:48:20,160,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04768098308036845571
2025/08/02 22:34:29,-,8,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04767379923216310277
2025/08/02 22:34:29,"1,730",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (26円), PayPay残高 (1,704円)",-,-,04767379923216310277
2025/07/30 21:49:18,-,16,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04765130124852101124
2025/07/30 21:49:18,"3,388",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (2円), PayPay残高 (3,386円)",-,-,04765130124852101124
2025/07/30 18:34:10,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02053881274579255297
2025/07/29 09:46:53,"3,600",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04764015632374710272
2025/07/29 09:46:53,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04764015632374710272
2025/07/29 09:39:37,-,25,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04764011878573948933
2025/07/29 09:39:37,"5,160",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (27円), PayPay残高 (5,133円)",-,-,04764011878573948933
2025/07/29 09:29:34,-,"10,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02052858428117106688
2025/07/28 13:52:04,-,2,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04763399802783473672
2025/07/28 13:52:02,600,-,-,-,-,-,支払い,Amazonプライム会費,"PayPayポイント (55円), PayPay残高 (545円)",-,-,04763399802783473672
2025/07/25 20:34:52,-,200,-,-,-,JP,受け取った金額,まな,PayPay残高,-,-,02050232639730745352
2025/07/25 20:11:16,-,700,-,-,-,JP,受け取った金額,まな,PayPay残高,-,-,02050220476382658560
2025/07/25 18:42:57,"3,870",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (2円), PayPay残高 (3,868円)",-,-,04761323237635768322
2025/07/25 18:42:57,-,19,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04761323237635768322
2025/07/25 17:38:02,-,"3,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,02050141491934904339
2025/07/22 12:48:07,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04758913838287855623
2025/07/22 12:48:07,"1,035",-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,PayPay残高,-,-,04758913838287855623
2025/07/22 07:22:24,149,-,-,-,-,-,支払い,セブン-イレブン - 小田急愛甲石田,"PayPayポイント (34円), PayPay残高 (115円)",-,-,04758745973785714688
2025/07/18 12:20:38,130,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04755931000680669191
2025/07/17 11:03:12,-,3,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04755148912902152200
2025/07/17 11:03:12,650,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04755148912902152200
2025/07/17 11:03:09,530,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (22円), PayPay残高 (508円)",-,-,04755148895723683840
2025/07/17 11:03:09,-,2,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04755148895723683840
2025/07/15 13:12:25,"1,200",-,-,-,-,-,支払い,茨城豚骨　美しょう - 茨城豚骨　美しょう,PayPay残高,-,-,04753731169968422916
2025/07/15 13:12:24,-,6,-,-,-,-,ポイント、残高の獲得,茨城豚骨　美しょう,PayPayポイント,-,-,04753731169968422916
2025/07/15 12:38:36,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02042565470270767108
2025/07/15 09:17:47,120,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04753610240869236738
2025/07/14 17:16:00,677,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,"PayPayポイント (14円), PayPay残高 (663円)",-,-,04753114541512663042
2025/07/14 17:15:59,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04753114541512663042
2025/07/13 21:49:29,726,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04752513331991453698
2025/07/13 21:49:29,-,3,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04752513331991453698
2025/07/13 19:16:38,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02041286265798066191
2025/07/13 12:16:34,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04752218044399681543
2025/07/13 12:16:34,962,-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,PayPay残高,-,-,04752218044399681543
2025/07/12 19:17:25,84,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (5円), PayPay残高 (79円)",-,-,04751692778490626069
2025/07/10 12:57:15,370,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04750012509975060484
2025/07/10 12:57:15,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04750012509975060484
2025/07/09 12:38:27,-,5,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04749260426839990274
2025/07/09 12:38:01,"1,060",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04749260426839990274
2025/07/09 07:21:54,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02037949222240698372
2025/07/08 17:07:54,"13,365",-,-,-,-,-,支払い,MASA - MASA,"PayPayポイント (56円), PayPay残高 (13,309円)",-,-,04748657353302491136
2025/07/08 17:07:54,-,66,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04748657353302491136
2025/07/08 14:14:54,100,-,-,-,-,JP,送った金額,tomsdayo,PayPay残高,-,-,02037419901881163786
2025/07/08 13:51:34,-,"13,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02037407884561555456
